ProductID,date,inventory_level
P164,2023-05-01,0
P165,2023-05-01,85
P166,2023-05-01,38
P167,2023-05-01,335
P168,2023-05-01,696
P169,2023-05-01,427
P170,2023-05-01,119
P171,2023-05-01,309
P172,2023-05-01,158
P173,2023-05-01,1120
P174,2023-05-01,1061
P175,2023-05-01,86
P176,2023-05-01,0
P177,2023-05-01,1450
P178,2023-05-01,204
P179,2023-05-01,326
P180,2023-05-01,155
P181,2023-05-01,305
P182,2023-05-01,470
P183,2023-05-01,202
P184,2023-05-01,92
P185,2023-05-01,13
P186,2023-05-01,12
P187,2023-05-01,179
P188,2023-05-01,30
P189,2023-05-01,427
P190,2023-05-01,50
P191,2023-05-01,140
P192,2023-05-01,100
P193,2023-05-01,385
P194,2023-05-01,62
P195,2023-05-01,44
P196,2023-05-01,52
P197,2023-05-01,643
P198,2023-05-01,84
P199,2023-05-01,645
P200,2023-05-01,89
P201,2023-05-01,523
P202,2023-05-01,89
P203,2023-05-01,304
P204,2023-05-01,29
P205,2023-05-01,250
P206,2023-05-01,160
P207,2023-05-01,57
P208,2023-05-01,291
P209,2023-05-01,18
P210,2023-05-01,351
P211,2023-05-01,62
P212,2023-05-01,67
P213,2023-05-01,406
P214,2023-05-01,46
P215,2023-05-01,212
P216,2023-05-01,576
P217,2023-05-01,104
P218,2023-05-01,91
P219,2023-05-01,42
P220,2023-05-01,24
P221,2023-05-01,99
P222,2023-05-01,377
P223,2023-05-01,78
P224,2023-05-01,40
P225,2023-05-01,363
P226,2023-05-01,314
P227,2023-05-01,165
P228,2023-05-01,167
P229,2023-05-01,47
P230,2023-05-01,122
P231,2023-05-01,23
P232,2023-05-01,449
P233,2023-05-01,15
P234,2023-05-01,110
P235,2023-05-01,854
P236,2023-05-01,17
P237,2023-05-01,151
P238,2023-05-01,141
P239,2023-05-01,0
P240,2023-05-01,101
P241,2023-05-01,93
P242,2023-05-01,41
P243,2023-05-01,394
P244,2023-05-01,99
P245,2023-05-01,78
P246,2023-05-01,253
P247,2023-05-01,1244
P248,2023-05-01,0
P249,2023-05-01,11
P250,2023-05-01,169
P001,2023-06-01,237
P002,2023-06-01,48
P003,2023-06-01,243
P004,2023-06-01,652
P005,2023-06-01,103
P006,2023-06-01,105
P007,2023-06-01,17
P008,2023-06-01,901
P009,2023-06-01,58
P010,2023-06-01,162
P011,2023-06-01,447
P012,2023-06-01,691
P013,2023-06-01,345
P014,2023-06-01,16
P015,2023-06-01,135
P016,2023-06-01,332
P017,2023-06-01,74
P018,2023-06-01,108
P019,2023-06-01,159
P020,2023-06-01,1201
P021,2023-06-01,125
P022,2023-06-01,158
P023,2023-06-01,50
P024,2023-06-01,50
P025,2023-06-01,233
P026,2023-06-01,472
P027,2023-06-01,30
P028,2023-06-01,524
P029,2023-06-01,46
P030,2023-06-01,484
P031,2023-06-01,768
P032,2023-06-01,46
P033,2023-06-01,117
P034,2023-06-01,663
P035,2023-06-01,115
P036,2023-06-01,38
P037,2023-06-01,1375
P038,2023-06-01,343
P039,2023-06-01,49
P040,2023-06-01,191
P041,2023-06-01,159
P042,2023-06-01,139
P043,2023-06-01,94
P044,2023-06-01,282
P045,2023-06-01,198
P046,2023-06-01,790
P047,2023-06-01,67
P048,2023-06-01,229
P049,2023-06-01,11
P050,2023-06-01,172
P051,2023-06-01,233
P052,2023-06-01,60
P053,2023-06-01,177
P054,2023-06-01,54
P055,2023-06-01,94
P056,2023-06-01,1616
P057,2023-06-01,293
P058,2023-06-01,84
P059,2023-06-01,357
P060,2023-06-01,711
P061,2023-06-01,9
P062,2023-06-01,146
P063,2023-06-01,89
P064,2023-06-01,47
P065,2023-06-01,320
P066,2023-06-01,498
P067,2023-06-01,101
P068,2023-06-01,288
P069,2023-06-01,539
P070,2023-06-01,763
P071,2023-06-01,401
P072,2023-06-01,618
P073,2023-06-01,272
P074,2023-06-01,135
P075,2023-06-01,75
P076,2023-06-01,115
P077,2023-06-01,98
P078,2023-06-01,223
P079,2023-06-01,11
P080,2023-06-01,178
P081,2023-06-01,216
P082,2023-06-01,1696
P083,2023-06-01,56
P084,2023-06-01,0
P085,2023-06-01,1061
P086,2023-06-01,123
P087,2023-06-01,391
P088,2023-06-01,238
P089,2023-06-01,47
P090,2023-06-01,182
P091,2023-06-01,314
P092,2023-06-01,42
P093,2023-06-01,200
P094,2023-06-01,96
P095,2023-06-01,170
P096,2023-06-01,89
P097,2023-06-01,310
P098,2023-06-01,315
P099,2023-06-01,93
P100,2023-06-01,52
P101,2023-06-01,33
P102,2023-06-01,727
P103,2023-06-01,533
P104,2023-06-01,502
P105,2023-06-01,308
P106,2023-06-01,16
P107,2023-06-01,152
P108,2023-06-01,301
P109,2023-06-01,190
P110,2023-06-01,112
P111,2023-06-01,260
P112,2023-06-01,382
P113,2023-06-01,16
P114,2023-06-01,121
P115,2023-06-01,432
P116,2023-06-01,123
P117,2023-06-01,90
P118,2023-06-01,435
P119,2023-06-01,17
P120,2023-06-01,47
P121,2023-06-01,93
P122,2023-06-01,39
P123,2023-06-01,95
P124,2023-06-01,105
P125,2023-06-01,693
P126,2023-06-01,230
P127,2023-06-01,992
P128,2023-06-01,685
P129,2023-06-01,284
P130,2023-06-01,45
P131,2023-06-01,687
P132,2023-06-01,226
P133,2023-06-01,605
P134,2023-06-01,174
P135,2023-06-01,756
P136,2023-06-01,576
P137,2023-06-01,47
P138,2023-06-01,1880
P139,2023-06-01,41
P140,2023-06-01,37
P141,2023-06-01,81
P142,2023-06-01,54
P143,2023-06-01,306
P144,2023-06-01,104
P145,2023-06-01,96
P146,2023-06-01,0
P147,2023-06-01,48
P148,2023-06-01,149
P149,2023-06-01,311
P150,2023-06-01,80
P151,2023-06-01,301
P152,2023-06-01,82
P153,2023-06-01,63
P154,2023-06-01,71
P155,2023-06-01,130
P156,2023-06-01,204
P157,2023-06-01,0
P158,2023-06-01,57
P159,2023-06-01,65
P160,2023-06-01,90
P161,2023-06-01,164
P162,2023-06-01,40
P163,2023-06-01,1457
P164,2023-06-01,882
P165,2023-06-01,43
P166,2023-06-01,530
P167,2023-06-01,261
P168,2023-06-01,598
P169,2023-06-01,321
P170,2023-06-01,9
P171,2023-06-01,130
P172,2023-06-01,109
P173,2023-06-01,883
P174,2023-06-01,1014
P175,2023-06-01,37
P176,2023-06-01,687
P177,2023-06-01,1238
P178,2023-06-01,143
P179,2023-06-01,274
P180,2023-06-01,122
P181,2023-06-01,123
P182,2023-06-01,376
P183,2023-06-01,166
P184,2023-06-01,444
P185,2023-06-01,409
P186,2023-06-01,154
P187,2023-06-01,76
P188,2023-06-01,776
P189,2023-06-01,255
P190,2023-06-01,390
P191,2023-06-01,72
P192,2023-06-01,801
P193,2023-06-01,302
P194,2023-06-01,605
P195,2023-06-01,358
P196,2023-06-01,20
P197,2023-06-01,543
P198,2023-06-01,57
P199,2023-06-01,492
P200,2023-06-01,48
P201,2023-06-01,424
P202,2023-06-01,0
P203,2023-06-01,94
P204,2023-06-01,426
P205,2023-06-01,0
P206,2023-06-01,94
P207,2023-06-01,466
P208,2023-06-01,228
P209,2023-06-01,389
P210,2023-06-01,205
P211,2023-06-01,454
P212,2023-06-01,11
P213,2023-06-01,307
P214,2023-06-01,0
P215,2023-06-01,155
P216,2023-06-01,434
P217,2023-06-01,52
P218,2023-06-01,37
P219,2023-06-01,367
P220,2023-06-01,644
P221,2023-06-01,661
P222,2023-06-01,328
P223,2023-06-01,18
P224,2023-06-01,4
P225,2023-06-01,343
P226,2023-06-01,272
P227,2023-06-01,98
P228,2023-06-01,1316
P229,2023-06-01,341
P230,2023-06-01,65
P231,2023-06-01,168
P232,2023-06-01,371
P233,2023-06-01,172
P234,2023-06-01,62
P235,2023-06-01,765
P236,2023-06-01,169
P237,2023-06-01,76
P238,2023-06-01,883
P239,2023-06-01,2048
P240,2023-06-01,53
P241,2023-06-01,45
P242,2023-06-01,912
P243,2023-06-01,347
P244,2023-06-01,52
P245,2023-06-01,38
P246,2023-06-01,196
P247,2023-06-01,1005
P248,2023-06-01,806
P249,2023-06-01,541
P250,2023-06-01,123
P001,2023-07-01,171
P002,2023-07-01,11
P003,2023-07-01,182
P004,2023-07-01,535
P005,2023-07-01,67
P006,2023-07-01,71
P007,2023-07-01,506
P008,2023-07-01,667
P009,2023-07-01,789
P010,2023-07-01,59
P011,2023-07-01,399
P012,2023-07-01,590
P013,2023-07-01,172
P014,2023-07-01,213
P015,2023-07-01,17
P016,2023-07-01,242
P017,2023-07-01,37
P018,2023-07-01,78
P019,2023-07-01,119
P020,2023-07-01,1008
P021,2023-07-01,81
P022,2023-07-01,110
P023,2023-07-01,0
P024,2023-07-01,0
P025,2023-07-01,144
P026,2023-07-01,314
P027,2023-07-01,356
P028,2023-07-01,464
P029,2023-07-01,10
P030,2023-07-01,290
P031,2023-07-01,699
P032,2023-07-01,177
P033,2023-07-01,1038
P034,2023-07-01,519
P035,2023-07-01,59
P036,2023-07-01,8
P037,2023-07-01,1243
P038,2023-07-01,232
P039,2023-07-01,885
P040,2023-07-01,133
P041,2023-07-01,102
P042,2023-07-01,102
P043,2023-07-01,1063
P044,2023-07-01,114
P045,2023-07-01,157
P046,2023-07-01,700
P047,2023-07-01,506
P048,2023-07-01,129
P049,2023-07-01,425
P050,2023-07-01,115
P051,2023-07-01,195
P052,2023-07-01,329
P053,2023-07-01,128
P054,2023-07-01,611
P055,2023-07-01,14
P056,2023-07-01,1444
P057,2023-07-01,226
P058,2023-07-01,587
P059,2023-07-01,311
P060,2023-07-01,507
P061,2023-07-01,265
P062,2023-07-01,81
P063,2023-07-01,964
P064,2023-07-01,523
P065,2023-07-01,178
P066,2023-07-01,394
P067,2023-07-01,462
P068,2023-07-01,174
P069,2023-07-01,451
P070,2023-07-01,547
P071,2023-07-01,263
P072,2023-07-01,506
P073,2023-07-01,123
P074,2023-07-01,75
P075,2023-07-01,16
P076,2023-07-01,0
P077,2023-07-01,56
P078,2023-07-01,184
P079,2023-07-01,347
P080,2023-07-01,0
P081,2023-07-01,191
P082,2023-07-01,1457
P083,2023-07-01,798
P084,2023-07-01,907
P085,2023-07-01,959
P086,2023-07-01,701
P087,2023-07-01,156
P088,2023-07-01,193
P089,2023-07-01,14
P090,2023-07-01,126
P091,2023-07-01,314
P092,2023-07-01,189
P093,2023-07-01,162
P094,2023-07-01,0
P095,2023-07-01,78
P096,2023-07-01,0
P097,2023-07-01,206
P098,2023-07-01,250
P099,2023-07-01,548
P100,2023-07-01,241
P101,2023-07-01,529
P102,2023-07-01,667
P103,2023-07-01,414
P104,2023-07-01,341
P105,2023-07-01,271
P106,2023-07-01,300
P107,2023-07-01,100
P108,2023-07-01,214
P109,2023-07-01,101
P110,2023-07-01,40
P111,2023-07-01,1821
P112,2023-07-01,332
P113,2023-07-01,245
P114,2023-07-01,846
P115,2023-07-01,346
P116,2023-07-01,388
P117,2023-07-01,2
P118,2023-07-01,347
P119,2023-07-01,196
P120,2023-07-01,187
P121,2023-07-01,47
P122,2023-07-01,491
P123,2023-07-01,44
P124,2023-07-01,0
P125,2023-07-01,622
P126,2023-07-01,191
P127,2023-07-01,900
P128,2023-07-01,564
P129,2023-07-01,190
P130,2023-07-01,31
P131,2023-07-01,573
P132,2023-07-01,88
P133,2023-07-01,410
P134,2023-07-01,1373
P135,2023-07-01,575
P136,2023-07-01,508
P137,2023-07-01,387
P138,2023-07-01,1774
P139,2023-07-01,167
P140,2023-07-01,140
P141,2023-07-01,23
P142,2023-07-01,877
P143,2023-07-01,271
P144,2023-07-01,1325
P145,2023-07-01,60
P146,2023-07-01,200
P147,2023-07-01,371
P148,2023-07-01,919
P149,2023-07-01,236
P150,2023-07-01,642
P151,2023-07-01,250
P152,2023-07-01,49
P153,2023-07-01,537
P154,2023-07-01,22
P155,2023-07-01,0
P156,2023-07-01,152
P157,2023-07-01,836
P158,2023-07-01,289
P159,2023-07-01,488
P160,2023-07-01,611
P161,2023-07-01,130
P162,2023-07-01,274
P163,2023-07-01,1457
P164,2023-07-01,762
P165,2023-07-01,311
P166,2023-07-01,421
P167,2023-07-01,179
P168,2023-07-01,458
P169,2023-07-01,229
P170,2023-07-01,435
P171,2023-07-01,0
P172,2023-07-01,35
P173,2023-07-01,766
P174,2023-07-01,934
P175,2023-07-01,419
P176,2023-07-01,663
P177,2023-07-01,914
P178,2023-07-01,84
P179,2023-07-01,223
P180,2023-07-01,93
P181,2023-07-01,0
P182,2023-07-01,301
P183,2023-07-01,139
P184,2023-07-01,338
P185,2023-07-01,341
P186,2023-07-01,120
P187,2023-07-01,795
P188,2023-07-01,665
P189,2023-07-01,1619
P190,2023-07-01,301
P191,2023-07-01,643
P192,2023-07-01,612
P193,2023-07-01,281
P194,2023-07-01,479
P195,2023-07-01,306
P196,2023-07-01,40
P197,2023-07-01,489
P198,2023-07-01,9
P199,2023-07-01,346
P200,2023-07-01,356
P201,2023-07-01,336
P202,2023-07-01,411
P203,2023-07-01,588
P204,2023-07-01,350
P205,2023-07-01,2134
P206,2023-07-01,55
P207,2023-07-01,382
P208,2023-07-01,146
P209,2023-07-01,282
P210,2023-07-01,0
P211,2023-07-01,352
P212,2023-07-01,245
P213,2023-07-01,209
P214,2023-07-01,155
P215,2023-07-01,101
P216,2023-07-01,289
P217,2023-07-01,226
P218,2023-07-01,435
P219,2023-07-01,251
P220,2023-07-01,508
P221,2023-07-01,549
P222,2023-07-01,271
P223,2023-07-01,422
P224,2023-07-01,276
P225,2023-07-01,322
P226,2023-07-01,237
P227,2023-07-01,16
P228,2023-07-01,1004
P229,2023-07-01,301
P230,2023-07-01,257
P231,2023-07-01,134
P232,2023-07-01,272
P233,2023-07-01,147
P234,2023-07-01,11
P235,2023-07-01,662
P236,2023-07-01,140
P237,2023-07-01,309
P238,2023-07-01,772
P239,2023-07-01,1815
P240,2023-07-01,176
P241,2023-07-01,291
P242,2023-07-01,816
P243,2023-07-01,297
P244,2023-07-01,349
P245,2023-07-01,293
P246,2023-07-01,126
P247,2023-07-01,937
P248,2023-07-01,761
P249,2023-07-01,382
P250,2023-07-01,73
P001,2023-08-01,109
P002,2023-08-01,240
P003,2023-08-01,100
P004,2023-08-01,392
P005,2023-08-01,31
P006,2023-08-01,33
P007,2023-08-01,436
P008,2023-08-01,560
P009,2023-08-01,693
P010,2023-08-01,287
P011,2023-08-01,343
P012,2023-08-01,467
P013,2023-08-01,58
P014,2023-08-01,183
P015,2023-08-01,794
P016,2023-08-01,159
P017,2023-08-01,179
P018,2023-08-01,51
P019,2023-08-01,72
P020,2023-08-01,716
P021,2023-08-01,20
P022,2023-08-01,58
P023,2023-08-01,200
P024,2023-08-01,179
P025,2023-08-01,50
P026,2023-08-01,96
P027,2023-08-01,306
P028,2023-08-01,392
P029,2023-08-01,263
P030,2023-08-01,88
P031,2023-08-01,611
P032,2023-08-01,145
P033,2023-08-01,921
P034,2023-08-01,334
P035,2023-08-01,469
P036,2023-08-01,122
P037,2023-08-01,1175
P038,2023-08-01,194
P039,2023-08-01,774
P040,2023-08-01,94
P041,2023-08-01,48
P042,2023-08-01,71
P043,2023-08-01,954
P044,2023-08-01,66
P045,2023-08-01,137
P046,2023-08-01,641
P047,2023-08-01,334
P048,2023-08-01,46
P049,2023-08-01,327
P050,2023-08-01,69
P051,2023-08-01,168
P052,2023-08-01,245
P053,2023-08-01,57
P054,2023-08-01,523
P055,2023-08-01,590
P056,2023-08-01,1285
P057,2023-08-01,151
P058,2023-08-01,469
P059,2023-08-01,233
P060,2023-08-01,266
P061,2023-08-01,225
P062,2023-08-01,11
P063,2023-08-01,791
P064,2023-08-01,439
P065,2023-08-01,22
P066,2023-08-01,306
P067,2023-08-01,293
P068,2023-08-01,46
P069,2023-08-01,358
P070,2023-08-01,308
P071,2023-08-01,142
P072,2023-08-01,396
P073,2023-08-01,26
P074,2023-08-01,0
P075,2023-08-01,148
P076,2023-08-01,715
P077,2023-08-01,19
P078,2023-08-01,145
P079,2023-08-01,309
P080,2023-08-01,591
P081,2023-08-01,164
P082,2023-08-01,1166
P083,2023-08-01,652
P084,2023-08-01,785
P085,2023-08-01,853
P086,2023-08-01,537
P087,2023-08-01,868
P088,2023-08-01,143
P089,2023-08-01,111
P090,2023-08-01,68
P091,2023-08-01,239
P092,2023-08-01,101
P093,2023-08-01,127
P094,2023-08-01,392
P095,2023-08-01,328
P096,2023-08-01,273
P097,2023-08-01,146
P098,2023-08-01,198
P099,2023-08-01,442
P100,2023-08-01,160
P101,2023-08-01,470
P102,2023-08-01,562
P103,2023-08-01,305
P104,2023-08-01,194
P105,2023-08-01,242
P106,2023-08-01,251
P107,2023-08-01,56
P108,2023-08-01,132
P109,2023-08-01,14
P110,2023-08-01,233
P111,2023-08-01,1668
P112,2023-08-01,283
P113,2023-08-01,211
P114,2023-08-01,754
P115,2023-08-01,278
P116,2023-08-01,295
P117,2023-08-01,301
P118,2023-08-01,248
P119,2023-08-01,169
P120,2023-08-01,141
P121,2023-08-01,176
P122,2023-08-01,432
P123,2023-08-01,191
P124,2023-08-01,787
P125,2023-08-01,538
P126,2023-08-01,158
P127,2023-08-01,710
P128,2023-08-01,444
P129,2023-08-01,60
P130,2023-08-01,110
P131,2023-08-01,437
P132,2023-08-01,15
P133,2023-08-01,243
P134,2023-08-01,1192
P135,2023-08-01,435
P136,2023-08-01,448
P137,2023-08-01,333
P138,2023-08-01,1685
P139,2023-08-01,106
P140,2023-08-01,96
P141,2023-08-01,170
P142,2023-08-01,758
P143,2023-08-01,215
P144,2023-08-01,1138
P145,2023-08-01,16
P146,2023-08-01,152
P147,2023-08-01,273
P148,2023-08-01,804
P149,2023-08-01,116
P150,2023-08-01,567
P151,2023-08-01,189
P152,2023-08-01,0
P153,2023-08-01,490
P154,2023-08-01,166
P155,2023-08-01,155
P156,2023-08-01,101
P157,2023-08-01,713
P158,2023-08-01,205
P159,2023-08-01,395
P160,2023-08-01,539
P161,2023-08-01,100
P162,2023-08-01,195
P163,2023-08-01,1092
P164,2023-08-01,639
P165,2023-08-01,270
P166,2023-08-01,285
P167,2023-08-01,99
P168,2023-08-01,352
P169,2023-08-01,136
P170,2023-08-01,359
P171,2023-08-01,574
P172,2023-08-01,497
P173,2023-08-01,363
P174,2023-08-01,846
P175,2023-08-01,354
P176,2023-08-01,505
P177,2023-08-01,213
P178,2023-08-01,253
P179,2023-08-01,180
P180,2023-08-01,60
P181,2023-08-01,463
P182,2023-08-01,201
P183,2023-08-01,89
P184,2023-08-01,211
P185,2023-08-01,239
P186,2023-08-01,74
P187,2023-08-01,664
P188,2023-08-01,519
P189,2023-08-01,1376
P190,2023-08-01,217
P191,2023-08-01,547
P192,2023-08-01,393
P193,2023-08-01,194
P194,2023-08-01,392
P195,2023-08-01,262
P196,2023-08-01,267
P197,2023-08-01,330
P198,2023-08-01,114
P199,2023-08-01,148
P200,2023-08-01,297
P201,2023-08-01,224
P202,2023-08-01,236
P203,2023-08-01,414
P204,2023-08-01,267
P205,2023-08-01,1891
P206,2023-08-01,23
P207,2023-08-01,289
P208,2023-08-01,43
P209,2023-08-01,198
P210,2023-08-01,590
P211,2023-08-01,230
P212,2023-08-01,194
P213,2023-08-01,121
P214,2023-08-01,57
P215,2023-08-01,39
P216,2023-08-01,167
P217,2023-08-01,184
P218,2023-08-01,385
P219,2023-08-01,150
P220,2023-08-01,381
P221,2023-08-01,458
P222,2023-08-01,217
P223,2023-08-01,369
P224,2023-08-01,238
P225,2023-08-01,302
P226,2023-08-01,191
P227,2023-08-01,221
P228,2023-08-01,675
P229,2023-08-01,262
P230,2023-08-01,187
P231,2023-08-01,101
P232,2023-08-01,170
P233,2023-08-01,120
P234,2023-08-01,127
P235,2023-08-01,546
P236,2023-08-01,107
P237,2023-08-01,210
P238,2023-08-01,690
P239,2023-08-01,1565
P240,2023-08-01,132
P241,2023-08-01,246
P242,2023-08-01,593
P243,2023-08-01,224
P244,2023-08-01,309
P245,2023-08-01,256
P246,2023-08-01,8
P247,2023-08-01,883
P248,2023-08-01,577
P249,2023-08-01,201
P250,2023-08-01,23
P001,2023-09-01,66
P002,2023-09-01,201
P003,2023-09-01,22
P004,2023-09-01,255
P005,2023-09-01,191
P006,2023-09-01,124
P007,2023-09-01,348
P008,2023-09-01,399
P009,2023-09-01,583
P010,2023-09-01,208
P011,2023-09-01,285
P012,2023-09-01,383
P013,2023-09-01,735
P014,2023-09-01,154
P015,2023-09-01,696
P016,2023-09-01,109
P017,2023-09-01,122
P018,2023-09-01,20
P019,2023-09-01,44
P020,2023-09-01,519
P021,2023-09-01,256
P022,2023-09-01,21
P023,2023-09-01,139
P024,2023-09-01,130
P025,2023-09-01,436
P026,2023-09-01,886
P027,2023-09-01,259
P028,2023-09-01,322
P029,2023-09-01,232
P030,2023-09-01,887
P031,2023-09-01,318
P032,2023-09-01,111
P033,2023-09-01,832
P034,2023-09-01,213
P035,2023-09-01,383
P036,2023-09-01,89
P037,2023-09-01,951
P038,2023-09-01,52
P039,2023-09-01,691
P040,2023-09-01,13
P041,2023-09-01,270
P042,2023-09-01,15
P043,2023-09-01,864
P044,2023-09-01,700
P045,2023-09-01,102
P046,2023-09-01,531
P047,2023-09-01,162
P048,2023-09-01,161
P049,2023-09-01,267
P050,2023-09-01,31
P051,2023-09-01,144
P052,2023-09-01,199
P053,2023-09-01,320
P054,2023-09-01,447
P055,2023-09-01,528
P056,2023-09-01,1009
P057,2023-09-01,84
P058,2023-09-01,307
P059,2023-09-01,166
P060,2023-09-01,103
P061,2023-09-01,190
P062,2023-09-01,293
P063,2023-09-01,678
P064,2023-09-01,356
P065,2023-09-01,738
P066,2023-09-01,195
P067,2023-09-01,194
P068,2023-09-01,631
P069,2023-09-01,258
P070,2023-09-01,168
P071,2023-09-01,1
P072,2023-09-01,302
P073,2023-09-01,542
P074,2023-09-01,327
P075,2023-09-01,95
P076,2023-09-01,613
P077,2023-09-01,183
P078,2023-09-01,112
P079,2023-09-01,254
P080,2023-09-01,531
P081,2023-09-01,129
P082,2023-09-01,1006
P083,2023-09-01,529
P084,2023-09-01,227
P085,2023-09-01,692
P086,2023-09-01,366
P087,2023-09-01,612
P088,2023-09-01,100
P089,2023-09-01,88
P090,2023-09-01,0
P091,2023-09-01,205
P092,2023-09-01,65
P093,2023-09-01,96
P094,2023-09-01,287
P095,2023-09-01,239
P096,2023-09-01,207
P097,2023-09-01,66
P098,2023-09-01,136
P099,2023-09-01,414
P100,2023-09-01,106
P101,2023-09-01,399
P102,2023-09-01,477
P103,2023-09-01,194
P104,2023-09-01,774
P105,2023-09-01,195
P106,2023-09-01,190
P107,2023-09-01,22
P108,2023-09-01,80
P109,2023-09-01,246
P110,2023-09-01,170
P111,2023-09-01,1470
P112,2023-09-01,218
P113,2023-09-01,180
P114,2023-09-01,647
P115,2023-09-01,204
P116,2023-09-01,200
P117,2023-09-01,238
P118,2023-09-01,154
P119,2023-09-01,125
P120,2023-09-01,98
P121,2023-09-01,2
P122,2023-09-01,354
P123,2023-09-01,148
P124,2023-09-01,698
P125,2023-09-01,455
P126,2023-09-01,112
P127,2023-09-01,572
P128,2023-09-01,353
P129,2023-09-01,525
P130,2023-09-01,88
P131,2023-09-01,354
P132,2023-09-01,506
P133,2023-09-01,89
P134,2023-09-01,970
P135,2023-09-01,259
P136,2023-09-01,365
P137,2023-09-01,266
P138,2023-09-01,1441
P139,2023-09-01,58
P140,2023-09-01,63
P141,2023-09-01,114
P142,2023-09-01,656
P143,2023-09-01,141
P144,2023-09-01,1053
P145,2023-09-01,179
P146,2023-09-01,116
P147,2023-09-01,185
P148,2023-09-01,664
P149,2023-09-01,13
P150,2023-09-01,499
P151,2023-09-01,108
P152,2023-09-01,191
P153,2023-09-01,388
P154,2023-09-01,122
P155,2023-09-01,34
P156,2023-09-01,43
P157,2023-09-01,588
P158,2023-09-01,116
P159,2023-09-01,318
P160,2023-09-01,450
P161,2023-09-01,70
P162,2023-09-01,122
P163,2023-09-01,1063
P164,2023-09-01,484
P165,2023-09-01,237
P166,2023-09-01,187
P167,2023-09-01,17
P168,2023-09-01,241
P169,2023-09-01,39
P170,2023-09-01,286
P171,2023-09-01,429
P172,2023-09-01,423
P173,2023-09-01,202
P174,2023-09-01,742
P175,2023-09-01,309
P176,2023-09-01,267
P177,2023-09-01,2437
P178,2023-09-01,178
P179,2023-09-01,143
P180,2023-09-01,37
P181,2023-09-01,334
P182,2023-09-01,129
P183,2023-09-01,60
P184,2023-09-01,97
P185,2023-09-01,139
P186,2023-09-01,45
P187,2023-09-01,619
P188,2023-09-01,349
P189,2023-09-01,1084
P190,2023-09-01,127
P191,2023-09-01,458
P192,2023-09-01,219
P193,2023-09-01,84
P194,2023-09-01,314
P195,2023-09-01,220
P196,2023-09-01,254
P197,2023-09-01,244
P198,2023-09-01,77
P199,2023-09-01,19
P200,2023-09-01,259
P201,2023-09-01,132
P202,2023-09-01,145
P203,2023-09-01,280
P204,2023-09-01,195
P205,2023-09-01,1667
P206,2023-09-01,205
P207,2023-09-01,197
P208,2023-09-01,375
P209,2023-09-01,109
P210,2023-09-01,409
P211,2023-09-01,125
P212,2023-09-01,157
P213,2023-09-01,7
P214,2023-09-01,0
P215,2023-09-01,274
P216,2023-09-01,32
P217,2023-09-01,126
P218,2023-09-01,322
P219,2023-09-01,70
P220,2023-09-01,240
P221,2023-09-01,373
P222,2023-09-01,164
P223,2023-09-01,304
P224,2023-09-01,209
P225,2023-09-01,250
P226,2023-09-01,148
P227,2023-09-01,151
P228,2023-09-01,435
P229,2023-09-01,218
P230,2023-09-01,145
P231,2023-09-01,70
P232,2023-09-01,56
P233,2023-09-01,88
P234,2023-09-01,90
P235,2023-09-01,415
P236,2023-09-01,71
P237,2023-09-01,129
P238,2023-09-01,584
P239,2023-09-01,1358
P240,2023-09-01,77
P241,2023-09-01,193
P242,2023-09-01,426
P243,2023-09-01,185
P244,2023-09-01,254
P245,2023-09-01,218
P246,2023-09-01,542
P247,2023-09-01,864
P248,2023-09-01,487
P249,2023-09-01,47
P250,2023-09-01,221
P001,2023-10-01,14
P002,2023-10-01,174
P003,2023-10-01,328
P004,2023-10-01,144
P005,2023-10-01,163
P006,2023-10-01,88
P007,2023-10-01,289
P008,2023-10-01,235
P009,2023-10-01,491
P010,2023-10-01,130
P011,2023-10-01,230
P012,2023-10-01,277
P013,2023-10-01,568
P014,2023-10-01,123
P015,2023-10-01,588
P016,2023-10-01,44
P017,2023-10-01,79
P018,2023-10-01,143
P019,2023-10-01,14
P020,2023-10-01,365
P021,2023-10-01,203
P022,2023-10-01,221
P023,2023-10-01,96
P024,2023-10-01,82
P025,2023-10-01,358
P026,2023-10-01,715
P027,2023-10-01,210
P028,2023-10-01,261
P029,2023-10-01,194
P030,2023-10-01,723
P031,2023-10-01,229
P032,2023-10-01,69
P033,2023-10-01,695
P034,2023-10-01,62
P035,2023-10-01,322
P036,2023-10-01,59
P037,2023-10-01,733
P038,2023-10-01,574
P039,2023-10-01,575
P040,2023-10-01,243
P041,2023-10-01,205
P042,2023-10-01,129
P043,2023-10-01,750
P044,2023-10-01,628
P045,2023-10-01,73
P046,2023-10-01,412
P047,2023-10-01,901
P048,2023-10-01,126
P049,2023-10-01,216
P050,2023-10-01,0
P051,2023-10-01,111
P052,2023-10-01,154
P053,2023-10-01,256
P054,2023-10-01,375
P055,2023-10-01,458
P056,2023-10-01,877
P057,2023-10-01,25
P058,2023-10-01,197
P059,2023-10-01,102
P060,2023-10-01,1159
P061,2023-10-01,163
P062,2023-10-01,262
P063,2023-10-01,596
P064,2023-10-01,292
P065,2023-10-01,633
P066,2023-10-01,0
P067,2023-10-01,69
P068,2023-10-01,529
P069,2023-10-01,171
P070,2023-10-01,74
P071,2023-10-01,563
P072,2023-10-01,167
P073,2023-10-01,463
P074,2023-10-01,285
