ProductID,date,quantity_sales
P165,2023-05-01,42
P166,2023-05-01,108
P167,2023-05-01,88
P168,2023-05-01,80
P169,2023-05-01,80
P170,2023-05-01,72
P171,2023-05-01,170
P172,2023-05-01,73
P173,2023-05-01,68
P174,2023-05-01,180
P175,2023-05-01,54
P176,2023-05-01,78
P177,2023-05-01,181
P178,2023-05-01,65
P179,2023-05-01,26
P180,2023-05-01,34
P181,2023-05-01,105
P182,2023-05-01,90
P183,2023-05-01,38
P184,2023-05-01,100
P185,2023-05-01,71
P186,2023-05-01,31
P187,2023-05-01,92
P188,2023-05-01,164
P189,2023-05-01,235
P190,2023-05-01,86
P191,2023-05-01,75
P192,2023-05-01,156
P193,2023-05-01,55
P194,2023-05-01,91
P195,2023-05-01,49
P196,2023-05-01,49
P197,2023-05-01,109
P198,2023-05-01,37
P199,2023-05-01,158
P200,2023-05-01,46
P201,2023-05-01,65
P202,2023-05-01,63
P203,2023-05-01,154
P204,2023-05-01,80
P205,2023-05-01,242
P206,2023-05-01,40
P207,2023-05-01,80
P208,2023-05-01,68
P209,2023-05-01,87
P210,2023-05-01,216
P211,2023-05-01,101
P212,2023-05-01,43
P213,2023-05-01,68
P214,2023-05-01,24
P215,2023-05-01,63
P216,2023-05-01,121
P217,2023-05-01,52
P218,2023-05-01,54
P219,2023-05-01,80
P220,2023-05-01,110
P221,2023-05-01,98
P222,2023-05-01,76
P223,2023-05-01,70
P224,2023-05-01,41
P225,2023-05-01,51
P226,2023-05-01,42
P227,2023-05-01,65
P228,2023-05-01,208
P229,2023-05-01,46
P230,2023-05-01,77
P231,2023-05-01,25
P232,2023-05-01,103
P233,2023-05-01,26
P234,2023-05-01,39
P235,2023-05-01,139
P236,2023-05-01,26
P237,2023-05-01,67
P238,2023-05-01,102
P239,2023-05-01,590
P240,2023-05-01,42
P241,2023-05-01,32
P242,2023-05-01,190
P243,2023-05-01,135
P244,2023-05-01,39
P245,2023-05-01,53
P246,2023-05-01,131
P247,2023-05-01,39
P248,2023-05-01,115
P249,2023-05-01,132
P250,2023-05-01,40
P001,2023-06-01,72
P002,2023-06-01,32
P003,2023-06-01,59
P004,2023-06-01,138
P005,2023-06-01,40
P006,2023-06-01,34
P007,2023-06-01,74
P008,2023-06-01,148
P009,2023-06-01,125
P010,2023-06-01,61
P011,2023-06-01,57
P012,2023-06-01,100
P013,2023-06-01,196
P014,2023-06-01,33
P015,2023-06-01,89
P016,2023-06-01,86
P017,2023-06-01,45
P018,2023-06-01,27
P019,2023-06-01,50
P020,2023-06-01,308
P021,2023-06-01,62
P022,2023-06-01,41
P023,2023-06-01,72
P024,2023-06-01,65
P025,2023-06-01,89
P026,2023-06-01,182
P027,2023-06-01,52
P028,2023-06-01,72
P029,2023-06-01,40
P030,2023-06-01,180
P031,2023-06-01,106
P032,2023-06-01,41
P033,2023-06-01,117
P034,2023-06-01,166
P035,2023-06-01,45
P036,2023-06-01,33
P037,2023-06-01,257
P038,2023-06-01,93
P039,2023-06-01,129
P040,2023-06-01,75
P041,2023-06-01,58
P042,2023-06-01,82
P043,2023-06-01,132
P044,2023-06-01,114
P045,2023-06-01,30
P046,2023-06-01,96
P047,2023-06-01,215
P048,2023-06-01,64
P049,2023-06-01,85
P050,2023-06-01,49
P051,2023-06-01,30
P052,2023-06-01,50
P053,2023-06-01,80
P054,2023-06-01,89
P055,2023-06-01,95
P056,2023-06-01,180
P057,2023-06-01,49
P058,2023-06-01,179
P059,2023-06-01,63
P060,2023-06-01,188
P061,2023-06-01,35
P062,2023-06-01,73
P063,2023-06-01,142
P064,2023-06-01,84
P065,2023-06-01,192
P066,2023-06-01,101
P067,2023-06-01,113
P068,2023-06-01,81
P069,2023-06-01,99
P070,2023-06-01,266
P071,2023-06-01,106
P072,2023-06-01,106
P073,2023-06-01,79
P074,2023-06-01,82
P075,2023-06-01,40
P076,2023-06-01,118
P077,2023-06-01,34
P078,2023-06-01,40
P079,2023-06-01,43
P080,2023-06-01,77
P081,2023-06-01,29
P082,2023-06-01,187
P083,2023-06-01,116
P084,2023-06-01,188
P085,2023-06-01,85
P086,2023-06-01,134
P087,2023-06-01,204
P088,2023-06-01,44
P089,2023-06-01,32
P090,2023-06-01,58
P091,2023-06-01,53
P092,2023-06-01,55
P093,2023-06-01,41
P094,2023-06-01,134
P095,2023-06-01,86
P096,2023-06-01,71
P097,2023-06-01,68
P098,2023-06-01,70
P099,2023-06-01,207
P100,2023-06-01,40
P101,2023-06-01,70
P102,2023-06-01,152
P103,2023-06-01,111
P104,2023-06-01,136
P105,2023-06-01,29
P106,2023-06-01,59
P107,2023-06-01,38
P108,2023-06-01,74
P109,2023-06-01,73
P110,2023-06-01,56
P111,2023-06-01,155
P112,2023-06-01,59
P113,2023-06-01,47
P114,2023-06-01,89
P115,2023-06-01,75
P116,2023-06-01,125
P117,2023-06-01,124
P118,2023-06-01,91
P119,2023-06-01,31
P120,2023-06-01,49
P121,2023-06-01,29
P122,2023-06-01,58
P123,2023-06-01,45
P124,2023-06-01,112
P125,2023-06-01,95
P126,2023-06-01,39
P127,2023-06-01,118
P128,2023-06-01,116
P129,2023-06-01,112
P130,2023-06-01,27
P131,2023-06-01,87
P132,2023-06-01,63
P133,2023-06-01,128
P134,2023-06-01,211
P135,2023-06-01,132
P136,2023-06-01,58
P137,2023-06-01,64
P138,2023-06-01,94
P139,2023-06-01,48
P140,2023-06-01,37
P141,2023-06-01,56
P142,2023-06-01,148
P143,2023-06-01,45
P144,2023-06-01,168
P145,2023-06-01,36
P146,2023-06-01,35
P147,2023-06-01,52
P148,2023-06-01,114
P149,2023-06-01,104
P150,2023-06-01,127
P151,2023-06-01,65
P152,2023-06-01,49
P153,2023-06-01,93
P154,2023-06-01,45
P155,2023-06-01,103
P156,2023-06-01,65
P157,2023-06-01,192
P158,2023-06-01,64
P159,2023-06-01,66
P160,2023-06-01,74
P161,2023-06-01,30
P162,2023-06-01,95
P163,2023-06-01,122
P164,2023-06-01,100
P165,2023-06-01,42
P166,2023-06-01,100
P167,2023-06-01,74
P168,2023-06-01,98
P169,2023-06-01,106
P170,2023-06-01,110
P171,2023-06-01,179
P172,2023-06-01,49
P173,2023-06-01,237
P174,2023-06-01,47
P175,2023-06-01,49
P176,2023-06-01,41
P177,2023-06-01,212
P178,2023-06-01,61
P179,2023-06-01,52
P180,2023-06-01,33
P181,2023-06-01,182
P182,2023-06-01,94
P183,2023-06-01,36
P184,2023-06-01,155
P185,2023-06-01,85
P186,2023-06-01,38
P187,2023-06-01,103
P188,2023-06-01,168
P189,2023-06-01,172
P190,2023-06-01,94
P191,2023-06-01,68
P192,2023-06-01,225
P193,2023-06-01,83
P194,2023-06-01,107
P195,2023-06-01,34
P196,2023-06-01,32
P197,2023-06-01,100
P198,2023-06-01,27
P199,2023-06-01,153
P200,2023-06-01,41
P201,2023-06-01,99
P202,2023-06-01,89
P203,2023-06-01,210
P204,2023-06-01,62
P205,2023-06-01,250
P206,2023-06-01,66
P207,2023-06-01,81
P208,2023-06-01,63
P209,2023-06-01,136
P210,2023-06-01,146
P211,2023-06-01,121
P212,2023-06-01,56
P213,2023-06-01,99
P214,2023-06-01,46
P215,2023-06-01,57
P216,2023-06-01,142
P217,2023-06-01,52
P218,2023-06-01,54
P219,2023-06-01,72
P220,2023-06-01,104
P221,2023-06-01,103
P222,2023-06-01,49
P223,2023-06-01,60
P224,2023-06-01,36
P225,2023-06-01,20
P226,2023-06-01,42
P227,2023-06-01,67
P228,2023-06-01,332
P229,2023-06-01,38
P230,2023-06-01,57
P231,2023-06-01,21
P232,2023-06-01,78
P233,2023-06-01,22
P234,2023-06-01,48
P235,2023-06-01,89
P236,2023-06-01,26
P237,2023-06-01,75
P238,2023-06-01,110
P239,2023-06-01,225
P240,2023-06-01,48
P241,2023-06-01,48
P242,2023-06-01,359
P243,2023-06-01,47
P244,2023-06-01,47
P245,2023-06-01,40
P246,2023-06-01,57
P247,2023-06-01,239
P248,2023-06-01,191
P249,2023-06-01,166
P250,2023-06-01,46
P001,2023-07-01,66
P002,2023-07-01,37
P003,2023-07-01,61
P004,2023-07-01,117
P005,2023-07-01,36
P006,2023-07-01,34
P007,2023-07-01,72
P008,2023-07-01,234
P009,2023-07-01,86
P010,2023-07-01,103
P011,2023-07-01,48
P012,2023-07-01,101
P013,2023-07-01,173
P014,2023-07-01,26
P015,2023-07-01,118
P016,2023-07-01,90
P017,2023-07-01,37
P018,2023-07-01,30
P019,2023-07-01,40
P020,2023-07-01,193
P021,2023-07-01,44
P022,2023-07-01,48
P023,2023-07-01,50
P024,2023-07-01,50
P025,2023-07-01,89
P026,2023-07-01,158
P027,2023-07-01,40
P028,2023-07-01,60
P029,2023-07-01,36
P030,2023-07-01,194
P031,2023-07-01,69
P032,2023-07-01,35
P033,2023-07-01,58
P034,2023-07-01,144
P035,2023-07-01,56
P036,2023-07-01,30
P037,2023-07-01,132
P038,2023-07-01,111
P039,2023-07-01,145
P040,2023-07-01,58
P041,2023-07-01,57
P042,2023-07-01,37
P043,2023-07-01,131
P044,2023-07-01,168
P045,2023-07-01,41
P046,2023-07-01,90
P047,2023-07-01,269
P048,2023-07-01,100
P049,2023-07-01,109
P050,2023-07-01,57
P051,2023-07-01,38
P052,2023-07-01,91
P053,2023-07-01,49
P054,2023-07-01,102
P055,2023-07-01,80
P056,2023-07-01,172
P057,2023-07-01,67
P058,2023-07-01,126
P059,2023-07-01,46
P060,2023-07-01,204
P061,2023-07-01,41
P062,2023-07-01,65
P063,2023-07-01,146
P064,2023-07-01,77
P065,2023-07-01,142
P066,2023-07-01,104
P067,2023-07-01,138
P068,2023-07-01,114
P069,2023-07-01,88
P070,2023-07-01,216
P071,2023-07-01,138
P072,2023-07-01,112
P073,2023-07-01,149
P074,2023-07-01,60
P075,2023-07-01,59
P076,2023-07-01,115
P077,2023-07-01,42
P078,2023-07-01,39
P079,2023-07-01,46
P080,2023-07-01,178
P081,2023-07-01,25
P082,2023-07-01,239
P083,2023-07-01,117
P084,2023-07-01,305
P085,2023-07-01,102
P086,2023-07-01,176
P087,2023-07-01,235
P088,2023-07-01,45
P089,2023-07-01,33
P090,2023-07-01,56
P091,2023-07-01,0
P092,2023-07-01,59
P093,2023-07-01,38
P094,2023-07-01,96
P095,2023-07-01,92
P096,2023-07-01,89
P097,2023-07-01,104
P098,2023-07-01,65
P099,2023-07-01,171
P100,2023-07-01,89
P101,2023-07-01,62
P102,2023-07-01,60
P103,2023-07-01,119
P104,2023-07-01,161
P105,2023-07-01,37
P106,2023-07-01,68
P107,2023-07-01,52
P108,2023-07-01,87
P109,2023-07-01,89
P110,2023-07-01,72
P111,2023-07-01,152
P112,2023-07-01,50
P113,2023-07-01,45
P114,2023-07-01,94
P115,2023-07-01,86
P116,2023-07-01,124
P117,2023-07-01,88
P118,2023-07-01,88
P119,2023-07-01,32
P120,2023-07-01,48
P121,2023-07-01,46
P122,2023-07-01,61
P123,2023-07-01,51
P124,2023-07-01,105
P125,2023-07-01,71
P126,2023-07-01,39
P127,2023-07-01,92
P128,2023-07-01,121
P129,2023-07-01,94
P130,2023-07-01,14
P131,2023-07-01,114
P132,2023-07-01,138
P133,2023-07-01,195
P134,2023-07-01,200
P135,2023-07-01,181
P136,2023-07-01,68
P137,2023-07-01,84
P138,2023-07-01,106
P139,2023-07-01,38
P140,2023-07-01,34
P141,2023-07-01,58
P142,2023-07-01,140
P143,2023-07-01,35
P144,2023-07-01,163
P145,2023-07-01,36
P146,2023-07-01,30
P147,2023-07-01,106
P148,2023-07-01,131
P149,2023-07-01,75
P150,2023-07-01,108
P151,2023-07-01,51
P152,2023-07-01,33
P153,2023-07-01,185
P154,2023-07-01,49
P155,2023-07-01,130
P156,2023-07-01,52
P157,2023-07-01,161
P158,2023-07-01,60
P159,2023-07-01,90
P160,2023-07-01,73
P161,2023-07-01,34
P162,2023-07-01,95
P163,2023-07-01,0
P164,2023-07-01,120
P165,2023-07-01,41
P166,2023-07-01,109
P167,2023-07-01,82
P168,2023-07-01,140
P169,2023-07-01,92
P170,2023-07-01,108
P171,2023-07-01,130
P172,2023-07-01,74
P173,2023-07-01,117
P174,2023-07-01,80
P175,2023-07-01,67
P176,2023-07-01,24
P177,2023-07-01,324
P178,2023-07-01,59
P179,2023-07-01,51
P180,2023-07-01,29
P181,2023-07-01,123
P182,2023-07-01,75
P183,2023-07-01,27
P184,2023-07-01,106
P185,2023-07-01,68
P186,2023-07-01,34
P187,2023-07-01,119
P188,2023-07-01,111
P189,2023-07-01,330
P190,2023-07-01,89
P191,2023-07-01,57
P192,2023-07-01,189
P193,2023-07-01,21
P194,2023-07-01,126
P195,2023-07-01,52
P196,2023-07-01,152
P197,2023-07-01,54
P198,2023-07-01,48
P199,2023-07-01,146
P200,2023-07-01,38
P201,2023-07-01,88
P202,2023-07-01,66
P203,2023-07-01,165
P204,2023-07-01,76
P205,2023-07-01,270
P206,2023-07-01,39
P207,2023-07-01,84
P208,2023-07-01,82
P209,2023-07-01,107
P210,2023-07-01,205
P211,2023-07-01,102
P212,2023-07-01,53
P213,2023-07-01,98
P214,2023-07-01,74
P215,2023-07-01,54
P216,2023-07-01,145
P217,2023-07-01,49
P218,2023-07-01,49
P219,2023-07-01,116
P220,2023-07-01,136
P221,2023-07-01,112
P222,2023-07-01,57
P223,2023-07-01,55
P224,2023-07-01,38
P225,2023-07-01,21
P226,2023-07-01,35
P227,2023-07-01,82
P228,2023-07-01,312
P229,2023-07-01,40
P230,2023-07-01,65
P231,2023-07-01,34
P232,2023-07-01,99
P233,2023-07-01,25
P234,2023-07-01,51
P235,2023-07-01,103
P236,2023-07-01,29
P237,2023-07-01,57
P238,2023-07-01,111
P239,2023-07-01,233
P240,2023-07-01,54
P241,2023-07-01,59
P242,2023-07-01,96
P243,2023-07-01,50
P244,2023-07-01,61
P245,2023-07-01,55
P246,2023-07-01,70
P247,2023-07-01,68
P248,2023-07-01,45
P249,2023-07-01,159
P250,2023-07-01,50
P001,2023-08-01,62
P002,2023-08-01,34
P003,2023-08-01,82
P004,2023-08-01,143
P005,2023-08-01,36
P006,2023-08-01,38
P007,2023-08-01,70
P008,2023-08-01,107
P009,2023-08-01,96
P010,2023-08-01,97
P011,2023-08-01,56
P012,2023-08-01,123
P013,2023-08-01,114
P014,2023-08-01,30
P015,2023-08-01,111
P016,2023-08-01,83
P017,2023-08-01,40
P018,2023-08-01,27
P019,2023-08-01,47
P020,2023-08-01,292
P021,2023-08-01,61
P022,2023-08-01,52
P023,2023-08-01,66
P024,2023-08-01,70
P025,2023-08-01,94
P026,2023-08-01,218
P027,2023-08-01,50
P028,2023-08-01,72
P029,2023-08-01,47
P030,2023-08-01,202
P031,2023-08-01,88
P032,2023-08-01,32
P033,2023-08-01,117
P034,2023-08-01,185
P035,2023-08-01,88
P036,2023-08-01,27
P037,2023-08-01,68
P038,2023-08-01,38
P039,2023-08-01,111
P040,2023-08-01,39
P041,2023-08-01,54
P042,2023-08-01,31
P043,2023-08-01,109
P044,2023-08-01,48
P045,2023-08-01,20
P046,2023-08-01,59
P047,2023-08-01,172
P048,2023-08-01,83
P049,2023-08-01,98
P050,2023-08-01,46
P051,2023-08-01,27
P052,2023-08-01,84
P053,2023-08-01,71
P054,2023-08-01,88
P055,2023-08-01,72
P056,2023-08-01,159
P057,2023-08-01,75
P058,2023-08-01,118
P059,2023-08-01,78
P060,2023-08-01,241
P061,2023-08-01,40
P062,2023-08-01,70
P063,2023-08-01,173
P064,2023-08-01,84
P065,2023-08-01,156
P066,2023-08-01,88
P067,2023-08-01,169
P068,2023-08-01,128
P069,2023-08-01,93
P070,2023-08-01,239
P071,2023-08-01,121
P072,2023-08-01,110
P073,2023-08-01,97
P074,2023-08-01,75
P075,2023-08-01,62
P076,2023-08-01,140
P077,2023-08-01,37
P078,2023-08-01,39
P079,2023-08-01,38
P080,2023-08-01,53
P081,2023-08-01,27
P082,2023-08-01,291
P083,2023-08-01,146
P084,2023-08-01,122
P085,2023-08-01,106
P086,2023-08-01,164
P087,2023-08-01,249
P088,2023-08-01,50
P089,2023-08-01,36
P090,2023-08-01,58
P091,2023-08-01,75
P092,2023-08-01,88
P093,2023-08-01,35
P094,2023-08-01,102
P095,2023-08-01,115
P096,2023-08-01,73
P097,2023-08-01,60
P098,2023-08-01,52
P099,2023-08-01,106
P100,2023-08-01,81
P101,2023-08-01,59
P102,2023-08-01,105
P103,2023-08-01,109
P104,2023-08-01,147
P105,2023-08-01,29
P106,2023-08-01,49
P107,2023-08-01,44
P108,2023-08-01,82
P109,2023-08-01,87
P110,2023-08-01,49
P111,2023-08-01,153
P112,2023-08-01,49
P113,2023-08-01,34
P114,2023-08-01,92
P115,2023-08-01,68
P116,2023-08-01,93
P117,2023-08-01,109
P118,2023-08-01,99
P119,2023-08-01,27
P120,2023-08-01,46
P121,2023-08-01,148
P122,2023-08-01,59
P123,2023-08-01,43
P124,2023-08-01,91
P125,2023-08-01,84
P126,2023-08-01,33
P127,2023-08-01,190
P128,2023-08-01,120
P129,2023-08-01,130
P130,2023-08-01,24
P131,2023-08-01,136
P132,2023-08-01,73
P133,2023-08-01,167
P134,2023-08-01,181
P135,2023-08-01,140
P136,2023-08-01,60
P137,2023-08-01,54
P138,2023-08-01,89
P139,2023-08-01,61
P140,2023-08-01,44
P141,2023-08-01,70
P142,2023-08-01,119
P143,2023-08-01,56
P144,2023-08-01,187
P145,2023-08-01,44
P146,2023-08-01,48
P147,2023-08-01,98
P148,2023-08-01,115
P149,2023-08-01,120
P150,2023-08-01,75
P151,2023-08-01,61
P152,2023-08-01,49
P153,2023-08-01,47
P154,2023-08-01,43
P155,2023-08-01,488
P156,2023-08-01,51
P157,2023-08-01,123
P158,2023-08-01,84
P159,2023-08-01,93
P160,2023-08-01,72
P161,2023-08-01,30
P162,2023-08-01,79
P163,2023-08-01,365
P164,2023-08-01,123
P165,2023-08-01,41
P166,2023-08-01,136
P167,2023-08-01,80
P168,2023-08-01,106
P169,2023-08-01,93
P170,2023-08-01,76
P171,2023-08-01,202
P172,2023-08-01,65
P173,2023-08-01,403
P174,2023-08-01,88
P175,2023-08-01,65
P176,2023-08-01,158
P177,2023-08-01,701
P178,2023-08-01,79
P179,2023-08-01,43
P180,2023-08-01,33
P181,2023-08-01,160
P182,2023-08-01,100
P183,2023-08-01,50
P184,2023-08-01,127
P185,2023-08-01,102
P186,2023-08-01,46
P187,2023-08-01,131
P188,2023-08-01,146
P189,2023-08-01,243
P190,2023-08-01,84
P191,2023-08-01,96
P192,2023-08-01,219
P193,2023-08-01,87
P194,2023-08-01,87
P195,2023-08-01,44
P196,2023-08-01,85
P197,2023-08-01,159
P198,2023-08-01,46
P199,2023-08-01,198
P200,2023-08-01,59
P201,2023-08-01,112
P202,2023-08-01,175
P203,2023-08-01,174
P204,2023-08-01,83
P205,2023-08-01,243
P206,2023-08-01,32
P207,2023-08-01,93
P208,2023-08-01,103
P209,2023-08-01,84
P210,2023-08-01,181
P211,2023-08-01,122
P212,2023-08-01,51
P213,2023-08-01,88
P214,2023-08-01,98
P215,2023-08-01,62
P216,2023-08-01,122
P217,2023-08-01,42
P218,2023-08-01,50
P219,2023-08-01,101
P220,2023-08-01,127
P221,2023-08-01,91
P222,2023-08-01,54
P223,2023-08-01,53
P224,2023-08-01,38
P225,2023-08-01,20
P226,2023-08-01,46
P227,2023-08-01,81
P228,2023-08-01,329
P229,2023-08-01,39
P230,2023-08-01,70
P231,2023-08-01,33
P232,2023-08-01,102
P233,2023-08-01,27
P234,2023-08-01,71
P235,2023-08-01,116
P236,2023-08-01,33
P237,2023-08-01,99
P238,2023-08-01,82
P239,2023-08-01,250
P240,2023-08-01,44
P241,2023-08-01,45
P242,2023-08-01,223
P243,2023-08-01,73
P244,2023-08-01,40
P245,2023-08-01,37
P246,2023-08-01,118
P247,2023-08-01,54
P248,2023-08-01,184
P249,2023-08-01,181
P250,2023-08-01,50
P001,2023-09-01,43
P002,2023-09-01,39
P003,2023-09-01,78
P004,2023-09-01,137
P005,2023-09-01,29
P006,2023-09-01,52
P007,2023-09-01,88
P008,2023-09-01,161
P009,2023-09-01,110
P010,2023-09-01,79
P011,2023-09-01,58
P012,2023-09-01,84
P013,2023-09-01,130
P014,2023-09-01,29
P015,2023-09-01,98
P016,2023-09-01,50
P017,2023-09-01,57
P018,2023-09-01,31
P019,2023-09-01,28
P020,2023-09-01,197
P021,2023-09-01,44
P022,2023-09-01,37
P023,2023-09-01,61
P024,2023-09-01,49
P025,2023-09-01,70
P026,2023-09-01,143
P027,2023-09-01,47
P028,2023-09-01,70
P029,2023-09-01,31
P030,2023-09-01,163
P031,2023-09-01,293
P032,2023-09-01,34
P033,2023-09-01,89
P034,2023-09-01,121
P035,2023-09-01,86
P036,2023-09-01,33
P037,2023-09-01,224
P038,2023-09-01,142
P039,2023-09-01,83
P040,2023-09-01,81
P041,2023-09-01,63
P042,2023-09-01,56
P043,2023-09-01,90
P044,2023-09-01,29
P045,2023-09-01,35
P046,2023-09-01,110
P047,2023-09-01,172
P048,2023-09-01,216
P049,2023-09-01,60
P050,2023-09-01,38
P051,2023-09-01,24
P052,2023-09-01,46
P053,2023-09-01,71
P054,2023-09-01,76
P055,2023-09-01,62
P056,2023-09-01,276
P057,2023-09-01,67
P058,2023-09-01,162
P059,2023-09-01,67
P060,2023-09-01,163
P061,2023-09-01,35
P062,2023-09-01,67
P063,2023-09-01,113
P064,2023-09-01,83
P065,2023-09-01,103
P066,2023-09-01,111
P067,2023-09-01,99
P068,2023-09-01,65
P069,2023-09-01,100
P070,2023-09-01,140
P071,2023-09-01,141
P072,2023-09-01,94
P073,2023-09-01,28
P074,2023-09-01,46
P075,2023-09-01,53
P076,2023-09-01,102
P077,2023-09-01,27
P078,2023-09-01,33
P079,2023-09-01,55
P080,2023-09-01,60
P081,2023-09-01,35
P082,2023-09-01,160
P083,2023-09-01,123
P084,2023-09-01,558
P085,2023-09-01,161
P086,2023-09-01,171
P087,2023-09-01,256
P088,2023-09-01,43
P089,2023-09-01,23
P090,2023-09-01,68
P091,2023-09-01,34
P092,2023-09-01,36
P093,2023-09-01,31
P094,2023-09-01,105
P095,2023-09-01,89
P096,2023-09-01,66
P097,2023-09-01,80
P098,2023-09-01,62
P099,2023-09-01,28
P100,2023-09-01,54
P101,2023-09-01,71
P102,2023-09-01,85
P103,2023-09-01,111
P104,2023-09-01,162
P105,2023-09-01,47
P106,2023-09-01,61
P107,2023-09-01,34
P108,2023-09-01,52
P109,2023-09-01,101
P110,2023-09-01,63
P111,2023-09-01,198
P112,2023-09-01,65
P113,2023-09-01,31
P114,2023-09-01,107
P115,2023-09-01,74
P116,2023-09-01,95
P117,2023-09-01,63
P118,2023-09-01,94
P119,2023-09-01,44
P120,2023-09-01,43
P121,2023-09-01,174
P122,2023-09-01,78
P123,2023-09-01,43
P124,2023-09-01,89
P125,2023-09-01,83
P126,2023-09-01,46
P127,2023-09-01,138
P128,2023-09-01,91
P129,2023-09-01,97
P130,2023-09-01,22
P131,2023-09-01,83
P132,2023-09-01,61
P133,2023-09-01,154
P134,2023-09-01,222
P135,2023-09-01,176
P136,2023-09-01,83
P137,2023-09-01,67
P138,2023-09-01,244
P139,2023-09-01,48
P140,2023-09-01,33
P141,2023-09-01,56
P142,2023-09-01,102
P143,2023-09-01,74
P144,2023-09-01,85
P145,2023-09-01,33
P146,2023-09-01,36
P147,2023-09-01,88
P148,2023-09-01,140
P149,2023-09-01,103
P150,2023-09-01,68
P151,2023-09-01,81
P152,2023-09-01,30
P153,2023-09-01,102
P154,2023-09-01,44
P155,2023-09-01,121
P156,2023-09-01,58
P157,2023-09-01,125
P158,2023-09-01,89
P159,2023-09-01,77
P160,2023-09-01,89
P161,2023-09-01,30
P162,2023-09-01,73
P163,2023-09-01,29
P164,2023-09-01,155
P165,2023-09-01,33
P166,2023-09-01,98
P167,2023-09-01,82
P168,2023-09-01,111
P169,2023-09-01,97
P170,2023-09-01,73
P171,2023-09-01,145
P172,2023-09-01,74
P173,2023-09-01,161
P174,2023-09-01,104
P175,2023-09-01,45
P176,2023-09-01,238
P177,2023-09-01,253
P178,2023-09-01,75
P179,2023-09-01,37
P180,2023-09-01,23
P181,2023-09-01,129
P182,2023-09-01,72
P183,2023-09-01,29
P184,2023-09-01,114
P185,2023-09-01,100
P186,2023-09-01,29
P187,2023-09-01,45
P188,2023-09-01,170
P189,2023-09-01,292
P190,2023-09-01,90
P191,2023-09-01,89
P192,2023-09-01,174
P193,2023-09-01,110
P194,2023-09-01,78
P195,2023-09-01,42
P196,2023-09-01,13
P197,2023-09-01,86
P198,2023-09-01,37
P199,2023-09-01,129
P200,2023-09-01,38
P201,2023-09-01,92
P202,2023-09-01,91
P203,2023-09-01,134
P204,2023-09-01,72
P205,2023-09-01,224
P206,2023-09-01,49
P207,2023-09-01,92
P208,2023-09-01,83
P209,2023-09-01,89
P210,2023-09-01,181
P211,2023-09-01,105
P212,2023-09-01,37
P213,2023-09-01,114
P214,2023-09-01,57
P215,2023-09-01,56
P216,2023-09-01,135
P217,2023-09-01,58
P218,2023-09-01,63
P219,2023-09-01,80
P220,2023-09-01,141
P221,2023-09-01,85
P222,2023-09-01,53
P223,2023-09-01,65
P224,2023-09-01,29
P225,2023-09-01,52
P226,2023-09-01,43
P227,2023-09-01,70
P228,2023-09-01,240
P229,2023-09-01,44
P230,2023-09-01,42
P231,2023-09-01,31
P232,2023-09-01,114
P233,2023-09-01,32
P234,2023-09-01,37
P235,2023-09-01,131
P236,2023-09-01,36
P237,2023-09-01,81
P238,2023-09-01,106
P239,2023-09-01,207
P240,2023-09-01,55
P241,2023-09-01,53
P242,2023-09-01,167
P243,2023-09-01,39
P244,2023-09-01,55
P245,2023-09-01,38
P246,2023-09-01,41
P247,2023-09-01,19
P248,2023-09-01,90
P249,2023-09-01,154
P250,2023-09-01,48
P001,2023-10-01,52
P002,2023-10-01,27
P003,2023-10-01,64
P004,2023-10-01,111
P005,2023-10-01,28
P006,2023-10-01,36
P007,2023-10-01,59
P008,2023-10-01,164
P009,2023-10-01,92
P010,2023-10-01,78
P011,2023-10-01,55
P012,2023-10-01,106
P013,2023-10-01,167
P014,2023-10-01,31
P015,2023-10-01,108
P016,2023-10-01,65
P017,2023-10-01,43
P018,2023-10-01,26
P019,2023-10-01,30
P020,2023-10-01,154
P021,2023-10-01,53
P022,2023-10-01,31
P023,2023-10-01,43
P024,2023-10-01,48
P025,2023-10-01,78
P026,2023-10-01,171
P027,2023-10-01,49
P028,2023-10-01,61
P029,2023-10-01,38
P030,2023-10-01,164
P031,2023-10-01,89
P032,2023-10-01,42
P033,2023-10-01,137
P034,2023-10-01,151
P035,2023-10-01,61
P036,2023-10-01,30
P037,2023-10-01,218
P038,2023-10-01,64
P039,2023-10-01,116
P040,2023-10-01,188
P041,2023-10-01,65
P042,2023-10-01,96
P043,2023-10-01,114
P044,2023-10-01,72
P045,2023-10-01,29
P046,2023-10-01,119
P047,2023-10-01,81
P048,2023-10-01,35
P049,2023-10-01,51
P050,2023-10-01,31
P051,2023-10-01,33
P052,2023-10-01,45
P053,2023-10-01,64
P054,2023-10-01,72
P055,2023-10-01,70
P056,2023-10-01,132
P057,2023-10-01,59
P058,2023-10-01,110
P059,2023-10-01,64
P060,2023-10-01,162
P061,2023-10-01,27
P062,2023-10-01,31
P063,2023-10-01,82
P064,2023-10-01,64
P065,2023-10-01,105
P066,2023-10-01,195
P067,2023-10-01,125
P068,2023-10-01,102
P069,2023-10-01,87
P070,2023-10-01,94
P071,2023-10-01,106
P072,2023-10-01,135
P073,2023-10-01,79
P074,2023-10-01,42
P075,2023-10-01,51
P076,2023-10-01,108
P077,2023-10-01,28
P078,2023-10-01,31
P079,2023-10-01,58
